Date : 2021-10-05 15:02:46
Directory : /home/christian/src/micro
Total : 549 files,  16332 codes, 643 comments, 3949 blanks, all 20924 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /home/christian/src/micro/usr/apps/coreutils/umount.c                         | C                |         16 |          0 |          3 |         19 |
| /home/christian/src/micro/usr/apps/coreutils/uname.c                          | C                |         36 |          0 |          7 |         43 |
| /home/christian/src/micro/usr/apps/coreutils/whoami.c                         | C                |         16 |          0 |          2 |         18 |
| /home/christian/src/micro/usr/apps/db/Makefile                                | Makefile         |         20 |          0 |          7 |         27 |
| /home/christian/src/micro/usr/apps/db/db.c                                    | C                |         77 |          0 |         12 |         89 |
| /home/christian/src/micro/usr/apps/ed/Makefile                                | Makefile         |         20 |          0 |          7 |         27 |
| /home/christian/src/micro/usr/apps/ed/ed.c                                    | C                |         82 |          0 |         26 |        108 |
| /home/christian/src/micro/usr/apps/sh/Makefile                                | Makefile         |         20 |          0 |          7 |         27 |
| /home/christian/src/micro/usr/apps/sh/linker.ld                               | LinkerScript     |         23 |          0 |          2 |         25 |
| /home/christian/src/micro/usr/apps/sh/sh.c                                    | C                |        119 |          3 |         29 |        151 |
| /home/christian/src/micro/usr/apps/term/Makefile                              | Makefile         |         20 |          0 |          7 |         27 |
| /home/christian/src/micro/usr/apps/term/term.c                                | C                |        261 |         10 |         58 |        329 |
| /home/christian/src/micro/usr/apps/test/Makefile                              | Makefile         |         19 |          0 |          8 |         27 |
| /home/christian/src/micro/usr/apps/test/test.c                                | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/apps/vgaterm/Makefile                           | Makefile         |         20 |          0 |          7 |         27 |
| /home/christian/src/micro/usr/apps/vgaterm/term.c                             | C                |         51 |          0 |          6 |         57 |
| /home/christian/src/micro/usr/libs/Makefile                                   | Makefile         |          2 |          0 |          0 |          2 |
| /home/christian/src/micro/usr/libs/libc/Makefile                              | Makefile         |        298 |          0 |         12 |        310 |
| /home/christian/src/micro/usr/libs/libc/README.md                             | Markdown         |         10 |          0 |          3 |         13 |
| /home/christian/src/micro/usr/libs/libc/arch/x86_64/longjmp.S                 | GAS/AT&T x86/x64 |         12 |          2 |          2 |         16 |
| /home/christian/src/micro/usr/libs/libc/arch/x86_64/setjmp.S                  | GAS/AT&T x86/x64 |         13 |          2 |          1 |         16 |
| /home/christian/src/micro/usr/libs/libc/assert/assert.c                       | C                |          8 |          0 |          1 |          9 |
| /home/christian/src/micro/usr/libs/libc/ctype/isalnum.c                       | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/ctype/isalpha.c                       | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/ctype/iscntrl.c                       | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/ctype/isdigit.c                       | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/ctype/isgraph.c                       | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/ctype/islower.c                       | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/ctype/isprint.c                       | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/ctype/ispunct.c                       | C                |          8 |          0 |          1 |          9 |
| /home/christian/src/micro/usr/libs/libc/ctype/isspace.c                       | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/ctype/isupper.c                       | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/ctype/isxdigit.c                      | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/ctype/tolower.c                       | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/ctype/toupper.c                       | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/elf/Makefile                          | Makefile         |         19 |          0 |          8 |         27 |
| /home/christian/src/micro/usr/libs/libc/elf/ld.c                              | C                |        111 |          5 |         42 |        158 |
| /home/christian/src/micro/usr/libs/libc/elf/linker.ld                         | LinkerScript     |         22 |          0 |          2 |         24 |
| /home/christian/src/micro/usr/libs/libc/include/alloca.h                      | C++              |          2 |          0 |          1 |          3 |
| /home/christian/src/micro/usr/libs/libc/include/assert.h                      | C++              |          5 |          0 |          2 |          7 |
| /home/christian/src/micro/usr/libs/libc/include/ctype.h                       | C++              |         14 |          0 |          2 |         16 |
| /home/christian/src/micro/usr/libs/libc/include/errno.h                       | C++              |         37 |          1 |          4 |         42 |
| /home/christian/src/micro/usr/libs/libc/include/inttypes.h                    | C++              |         13 |          0 |          3 |         16 |
| /home/christian/src/micro/usr/libs/libc/include/limits.h                      | C++              |         19 |          0 |          8 |         27 |
| /home/christian/src/micro/usr/libs/libc/include/locale.h                      | C++              |         30 |          0 |          3 |         33 |
| /home/christian/src/micro/usr/libs/libc/include/math.h                        | C++              |         21 |          0 |          2 |         23 |
| /home/christian/src/micro/usr/libs/libc/include/memory.h                      | C++              |          2 |          0 |          1 |          3 |
| /home/christian/src/micro/usr/libs/libc/include/setjmp.h                      | C++              |          6 |          0 |          2 |          8 |
| /home/christian/src/micro/usr/libs/libc/include/signal.h                      | C++              |         60 |          1 |         12 |         73 |
| /home/christian/src/micro/usr/libs/libc/include/stdarg.h                      | C++              |          6 |          0 |          2 |          8 |
| /home/christian/src/micro/usr/libs/libc/include/stdbool.h                     | C++              |          4 |          0 |          1 |          5 |
| /home/christian/src/micro/usr/libs/libc/include/stddef.h                      | C++              |          6 |          0 |          3 |          9 |
| /home/christian/src/micro/usr/libs/libc/include/stdint.h                      | C++              |         25 |          0 |          7 |         32 |
| /home/christian/src/micro/usr/libs/libc/include/stdio.h                       | C++              |         74 |          2 |         31 |        107 |
| /home/christian/src/micro/usr/libs/libc/include/stdlib.h                      | C++              |         39 |          0 |         19 |         58 |
| /home/christian/src/micro/usr/libs/libc/include/string.h                      | C++              |         35 |          1 |          4 |         40 |
| /home/christian/src/micro/usr/libs/libc/include/time.h                        | C++              |         36 |          0 |         14 |         50 |
| /home/christian/src/micro/usr/libs/libc/include/wchar.h                       | C++              |         11 |          0 |          3 |         14 |
| /home/christian/src/micro/usr/libs/libc/include/wctype.h                      | C++              |          8 |          0 |          4 |         12 |
| /home/christian/src/micro/usr/libs/libc/internal/generic/crt0.S               | GAS/AT&T x86/x64 |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/internal/generic/init.c               | C                |          5 |          0 |          2 |          7 |
| /home/christian/src/micro/usr/libs/libc/internal/generic/start.c              | C                |         20 |          2 |         10 |         32 |
| /home/christian/src/micro/usr/libs/libc/internal/include/libc/libc-internal.h | C++              |          5 |          0 |          3 |          8 |
| /home/christian/src/micro/usr/libs/libc/internal/include/libc/syscall.h       | C++              |         25 |          2 |          5 |         32 |
| /home/christian/src/micro/usr/libs/libc/locale/localeconv.c                   | C                |         26 |          0 |          2 |         28 |
| /home/christian/src/micro/usr/libs/libc/locale/nl_langinfo.c                  | C                |         62 |          0 |          2 |         64 |
| /home/christian/src/micro/usr/libs/libc/locale/setlocale.c                    | C                |          6 |          0 |          2 |          8 |
| /home/christian/src/micro/usr/libs/libc/malloc/malloc.c                       | C                |        116 |         12 |         30 |        158 |
| /home/christian/src/micro/usr/libs/libc/math/acos.c                           | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/math/asin.c                           | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/math/atan.c                           | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/math/atan2.c                          | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/math/ceil.c                           | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/math/cos.c                            | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/math/exp.c                            | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/math/fabs.c                           | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/math/floor.c                          | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/math/fmod.c                           | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/math/frexp.c                          | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/math/log.c                            | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/math/log10.c                          | C                |         13 |          0 |          1 |         14 |
| /home/christian/src/micro/usr/libs/libc/math/log2.c                           | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/math/pow.c                            | C                |          7 |          0 |          2 |          9 |
| /home/christian/src/micro/usr/libs/libc/math/sin.c                            | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/math/sqrt.c                           | C                |          7 |          1 |          1 |          9 |
| /home/christian/src/micro/usr/libs/libc/math/tan.c                            | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/math/trunc.c                          | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/misc/errno.c                          | C                |          2 |          0 |          1 |          3 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/closedir.c              | C                |          9 |          0 |          1 |         10 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/dlfcn.c                 | C                |         18 |          1 |          4 |         23 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/endgrent.c              | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/execv.c                 | C                |          7 |          0 |          2 |          9 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/execvp.c                | C                |          7 |          2 |          2 |         11 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/fpathconf.c             | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/getgrent.c              | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/getlogin.c              | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/getopt.c                | C                |         32 |          0 |         10 |         42 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/getpwuid.c              | C                |         54 |          1 |         13 |         68 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/isatty.c                | C                |          6 |          1 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/opendir.c               | C                |         13 |          0 |          2 |         15 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/openpty.c               | C                |         23 |          2 |          7 |         32 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/pathconf.c              | C                |         12 |          0 |          2 |         14 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/setgrent.c              | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/tcflow.c                | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/wait.c                  | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/posix/include/bits/confname.h         | C++              |          7 |          0 |          2 |          9 |
| /home/christian/src/micro/usr/libs/libc/posix/include/dirent.h                | C++              |         27 |          0 |          7 |         34 |
| /home/christian/src/micro/usr/libs/libc/posix/include/dlfcn.h                 | C++              |          9 |          0 |          2 |         11 |
| /home/christian/src/micro/usr/libs/libc/posix/include/elf.h                   | C++              |        117 |          4 |         22 |        143 |
| /home/christian/src/micro/usr/libs/libc/posix/include/fcntl.h                 | C++              |         34 |          0 |          9 |         43 |
| /home/christian/src/micro/usr/libs/libc/posix/include/getopt.h                | C++              |          1 |          0 |          0 |          1 |
| /home/christian/src/micro/usr/libs/libc/posix/include/grp.h                   | C++              |         13 |          0 |          4 |         17 |
| /home/christian/src/micro/usr/libs/libc/posix/include/langinfo.h              | C++              |         61 |          0 |          4 |         65 |
| /home/christian/src/micro/usr/libs/libc/posix/include/pty.h                   | C++              |          5 |          0 |          2 |          7 |
| /home/christian/src/micro/usr/libs/libc/posix/include/pwd.h                   | C++              |         14 |          0 |          3 |         17 |
| /home/christian/src/micro/usr/libs/libc/posix/include/regex.h                 | C++              |         24 |          0 |          7 |         31 |
| /home/christian/src/micro/usr/libs/libc/posix/include/strings.h               | C++              |          4 |          0 |          2 |          6 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/file.h              | C++              |          0 |          0 |          1 |          1 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/ioctl.h             | C++              |          8 |          0 |          2 |         10 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/mman.h              | C++              |         14 |          0 |          7 |         21 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/mount.h             | C++              |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/param.h             | C++              |          0 |          0 |          1 |          1 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/ptrace.h            | C++              |         11 |          0 |          3 |         14 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/resource.h          | C++              |         11 |          0 |          5 |         16 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/select.h            | C++              |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/socket.h            | C++              |          2 |          0 |          1 |          3 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/stat.h              | C++              |         58 |          1 |         11 |         70 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/syscall.h           | C++              |         72 |          0 |          2 |         74 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/time.h              | C++              |         15 |          0 |          5 |         20 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/times.h             | C++              |         10 |          0 |          3 |         13 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/types.h             | C++              |         28 |          1 |          5 |         34 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/user.h              | C++              |         31 |          0 |          2 |         33 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/utsname.h           | C++              |         12 |          0 |          3 |         15 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/wait.h              | C++              |         11 |          0 |          4 |         15 |
| /home/christian/src/micro/usr/libs/libc/posix/include/termios.h               | C++              |         90 |          6 |         12 |        108 |
| /home/christian/src/micro/usr/libs/libc/posix/include/unistd.h                | C++              |         63 |          0 |         26 |         89 |
| /home/christian/src/micro/usr/libs/libc/posix/include/utime.h                 | C++              |          8 |          0 |          3 |         11 |
| /home/christian/src/micro/usr/libs/libc/regex/regcomp.c                       | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/regex/regerror.c                      | C                |          8 |          0 |          1 |          9 |
| /home/christian/src/micro/usr/libs/libc/regex/regexec.c                       | C                |          8 |          0 |          1 |          9 |
| /home/christian/src/micro/usr/libs/libc/regex/regfree.c                       | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/setjmp/_longjmp.c                     | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/setjmp/_setjmp.c                      | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/signal/sigaddset.c                    | C                |         12 |          0 |          2 |         14 |
| /home/christian/src/micro/usr/libs/libc/signal/sigdelset.c                    | C                |         12 |          0 |          2 |         14 |
| /home/christian/src/micro/usr/libs/libc/signal/sigemptyset.c                  | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/signal/sigfillset.c                   | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/signal/sigismember.c                  | C                |         11 |          0 |          2 |         13 |
| /home/christian/src/micro/usr/libs/libc/stdio/clearerr.c                      | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdio/fclose.c                        | C                |          9 |          0 |          1 |         10 |
| /home/christian/src/micro/usr/libs/libc/stdio/fdopen.c                        | C                |         10 |          0 |          3 |         13 |
| /home/christian/src/micro/usr/libs/libc/stdio/feof.c                          | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/ferror.c                        | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/fflush.c                        | C                |          6 |          1 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/stdio/fgetc.c                         | C                |          8 |          0 |          1 |          9 |
| /home/christian/src/micro/usr/libs/libc/stdio/fgets.c                         | C                |         17 |          0 |          4 |         21 |
| /home/christian/src/micro/usr/libs/libc/stdio/fileno.c                        | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/flockfile.c                     | C                |          4 |          1 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/fopen.c                         | C                |         37 |          0 |          7 |         44 |
| /home/christian/src/micro/usr/libs/libc/stdio/fprintf.c                       | C                |          9 |          0 |          4 |         13 |
| /home/christian/src/micro/usr/libs/libc/stdio/fputc.c                         | C                |         12 |          0 |          2 |         14 |
| /home/christian/src/micro/usr/libs/libc/stdio/fputs.c                         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdio/fread.c                         | C                |         10 |          0 |          3 |         13 |
| /home/christian/src/micro/usr/libs/libc/stdio/freopen.c                       | C                |         14 |          0 |          5 |         19 |
| /home/christian/src/micro/usr/libs/libc/stdio/fscanf.c                        | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/stdio/fseek.c                         | C                |         10 |          0 |          2 |         12 |
| /home/christian/src/micro/usr/libs/libc/stdio/fseeko.c                        | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/ftell.c                         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdio/ftello.c                        | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/ftrylockfile.c                  | C                |          5 |          1 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdio/funlockfile.c                   | C                |          4 |          1 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/fwrite.c                        | C                |         10 |          0 |          3 |         13 |
| /home/christian/src/micro/usr/libs/libc/stdio/getc.c                          | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/getc_unlocked.c                 | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/getchar.c                       | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/getline.c                       | C                |         17 |          0 |          7 |         24 |
| /home/christian/src/micro/usr/libs/libc/stdio/pclose.c                        | C                |          7 |          0 |          2 |          9 |
| /home/christian/src/micro/usr/libs/libc/stdio/perror.c                        | C                |          9 |          0 |          2 |         11 |
| /home/christian/src/micro/usr/libs/libc/stdio/popen.c                         | C                |          7 |          0 |          2 |          9 |
| /home/christian/src/micro/usr/libs/libc/stdio/printf.c                        | C                |          9 |          0 |          4 |         13 |
| /home/christian/src/micro/usr/libs/libc/stdio/putchar.c                       | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/puts.c                          | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/remove.c                        | C                |          5 |          1 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdio/rewind.c                        | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/setbuf.c                        | C                |          4 |          2 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdio/setvbuf.c                       | C                |          5 |          1 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdio/snprintf.c                      | C                |          9 |          0 |          3 |         12 |
| /home/christian/src/micro/usr/libs/libc/stdio/sprintf.c                       | C                |          9 |          1 |          4 |         14 |
| /home/christian/src/micro/usr/libs/libc/stdio/sscanf.c                        | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/stdio.c                         | C                |         22 |          0 |          4 |         26 |
| /home/christian/src/micro/usr/libs/libc/stdio/tmpfile.c                       | C                |         24 |          7 |          5 |         36 |
| /home/christian/src/micro/usr/libs/libc/stdio/tmpnam.c                        | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/stdio/ungetc.c                        | C                |          5 |          2 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/stdio/vfprintf.c                      | C                |         13 |          1 |          4 |         18 |
| /home/christian/src/micro/usr/libs/libc/stdio/vprintf.c                       | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/vsnprintf.c                     | C                |        171 |         64 |         30 |        265 |
| /home/christian/src/micro/usr/libs/libc/stdio/vsprintf.c                      | C                |          5 |          1 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdlib/abort.c                        | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdlib/abs.c                          | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdlib/atexit.c                       | C                |          5 |          1 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdlib/atof.c                         | C                |          8 |          0 |          2 |         10 |
| /home/christian/src/micro/usr/libs/libc/stdlib/atoi.c                         | C                |          6 |         17 |          1 |         24 |
| /home/christian/src/micro/usr/libs/libc/stdlib/atol.c                         | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdlib/bsearch.c                      | C                |         13 |          0 |          3 |         16 |
| /home/christian/src/micro/usr/libs/libc/stdlib/getenv.c                       | C                |         19 |          0 |          6 |         25 |
| /home/christian/src/micro/usr/libs/libc/stdlib/getprogname.c                  | C                |          6 |          0 |          2 |          8 |
| /home/christian/src/micro/usr/libs/libc/stdlib/itoa.c                         | C                |         24 |          0 |          9 |         33 |
| /home/christian/src/micro/usr/libs/libc/stdlib/mbstowcs.c                     | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/stdlib/mkdtemp.c                      | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/stdlib/mkstemp.c                      | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/stdlib/mktemp.c                       | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/stdlib/putenv.c                       | C                |         23 |          1 |          5 |         29 |
| /home/christian/src/micro/usr/libs/libc/stdlib/qsort.c                        | C                |         23 |          0 |          2 |         25 |
| /home/christian/src/micro/usr/libs/libc/stdlib/rand.c                         | C                |         11 |          0 |          3 |         14 |
| /home/christian/src/micro/usr/libs/libc/stdlib/realpath.c                     | C                |         46 |          1 |         11 |         58 |
| /home/christian/src/micro/usr/libs/libc/stdlib/strtod.c                       | C                |         36 |          1 |          7 |         44 |
| /home/christian/src/micro/usr/libs/libc/stdlib/strtol.c                       | C                |         26 |          1 |          7 |         34 |
| /home/christian/src/micro/usr/libs/libc/stdlib/strtoul.c                      | C                |         19 |          0 |          5 |         24 |
| /home/christian/src/micro/usr/libs/libc/stdlib/system.c                       | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/stdlib/ultoa.c                        | C                |         21 |          0 |          7 |         28 |
| /home/christian/src/micro/usr/libs/libc/string/memchr.c                       | C                |         12 |          0 |          2 |         14 |
| /home/christian/src/micro/usr/libs/libc/string/memcmp.c                       | C                |         12 |          0 |          3 |         15 |
| /home/christian/src/micro/usr/libs/libc/string/memcpy.c                       | C                |          9 |          0 |          3 |         12 |
| /home/christian/src/micro/usr/libs/libc/string/memmove.c                      | C                |         10 |          0 |          3 |         13 |
| /home/christian/src/micro/usr/libs/libc/string/memset.c                       | C                |          8 |          0 |          3 |         11 |
| /home/christian/src/micro/usr/libs/libc/string/strcat.c                       | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/string/strchr.c                       | C                |         10 |          0 |          2 |         12 |
| /home/christian/src/micro/usr/libs/libc/string/strcmp.c                       | C                |         15 |          0 |          4 |         19 |
| /home/christian/src/micro/usr/libs/libc/string/strcoll.c                      | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/string/strcpy.c                       | C                |         13 |          0 |          4 |         17 |
| /home/christian/src/micro/usr/libs/libc/string/strcspn.c                      | C                |         12 |          0 |          2 |         14 |
| /home/christian/src/micro/usr/libs/libc/string/strdup.c                       | C                |          8 |          0 |          1 |          9 |
| /home/christian/src/micro/usr/libs/libc/string/strerror.c                     | C                |         47 |          0 |          8 |         55 |
| /home/christian/src/micro/usr/libs/libc/string/strlen.c                       | C                |          7 |          0 |          3 |         10 |
| /home/christian/src/micro/usr/libs/libc/string/strncat.c                      | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/string/strncmp.c                      | C                |         12 |          0 |          2 |         14 |
| /home/christian/src/micro/usr/libs/libc/string/strncpy.c                      | C                |         10 |          0 |          2 |         12 |
| /home/christian/src/micro/usr/libs/libc/string/strndup.c                      | C                |         10 |          0 |          1 |         11 |
| /home/christian/src/micro/usr/libs/libc/string/strnlen.c                      | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/string/strpbrk.c                      | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/string/strrchr.c                      | C                |         12 |          0 |          3 |         15 |
| /home/christian/src/micro/usr/libs/libc/string/strrev.c                       | C                |         15 |          0 |          3 |         18 |
| /home/christian/src/micro/usr/libs/libc/string/strsep.c                       | C                |         28 |          0 |          8 |         36 |
| /home/christian/src/micro/usr/libs/libc/string/strsignal.c                    | C                |         49 |          0 |          5 |         54 |
| /home/christian/src/micro/usr/libs/libc/string/strspn.c                       | C                |         15 |          0 |          3 |         18 |
| /home/christian/src/micro/usr/libs/libc/string/strstr.c                       | C                |         10 |          0 |          1 |         11 |
| /home/christian/src/micro/usr/libs/libc/string/strtok.c                       | C                |          1 |          0 |          1 |          2 |
| /home/christian/src/micro/usr/libs/libc/string/strtok_r.c                     | C                |         25 |          0 |          7 |         32 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/_exit.c         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/access.c        | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/alarm.c         | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/chdir.c         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/chmod.c         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/chown.c         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/clock.c         | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/close.c         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/dup.c           | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/dup2.c          | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/execve.c        | C                |          6 |          0 |          1 |          7 |
